"Pathway","Group_ref","Group_test","Comparison","Mean_ref","Mean_test","Median_ref","Median_test","Prevalence_ref","Prevalence_test","Mean_difference","Log2FC","P_value","FDR","Pathway_ID","Description","Direction","NegLog10P","NegLog10FDR"
"PWY-5198: factor 420 biosynthesis II (mycobacteria)","OTM1","OTM2","OTM2 vs OTM1",4.1834621e-05,4.71622636666667e-05,4.02095e-05,4.76752e-05,30,30,5.32764266666667e-06,0.172935210969732,0.270705337724518,0.514340141676585,"PWY-5198","factor 420 biosynthesis II (mycobacteria)","Not significant",0.567503180795989,0.28874957984316
"PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I","OTM1","OTM2","OTM2 vs OTM1",1.63345503333333e-06,1.2326233e-06,1.213705e-06,9.36542e-07,20,22,-4.00831733333333e-07,-0.406166053664066,0.277214279334886,0.523435657874567,"PYRIDOXSYN-PWY","pyridoxal 5'-phosphate biosynthesis I","Not significant",0.557184402932435,0.281136695355531
"PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)","OTM1","OTM2","OTM2 vs OTM1",9.00225766666667e-05,9.63964033333333e-05,9.315955e-05,0.0001017915,30,30,6.37382666666667e-06,0.098692354013023,0.283778047945624,0.532521768984381,"PWY-1861","formaldehyde assimilation II (assimilatory RuMP Cycle)","Not significant",0.547021203046329,0.273662633980206
"ARGININE-SYN4-PWY: L-ornithine biosynthesis II","OTM1","OTM2","OTM2 vs OTM1",9.32632433333333e-06,1.10331123333333e-05,8.06229e-06,9.072755e-06,30,30,1.706788e-06,0.242456918550634,0.290472149493835,0.538436179549547,"ARGININE-SYN4-PWY","L-ornithine biosynthesis II","Not significant",0.536895501486999,0.268865765925943
"LACTOSECAT-PWY: lactose and galactose degradation I","OTM1","OTM2","OTM2 vs OTM1",4.07379266666667e-06,4.68754613333333e-06,3.55489e-06,4.2514e-06,30,30,6.13753466666667e-07,0.202455695317625,0.290472149493835,0.538436179549547,"LACTOSECAT-PWY","lactose and galactose degradation I","Not significant",0.536895501486999,0.268865765925943
"CENTFERM-PWY: pyruvate fermentation to butanoate","OTM1","OTM2","OTM2 vs OTM1",9.403239e-06,8.71328233333333e-06,1.01129e-05,8.507075e-06,29,30,-6.89956666666666e-07,-0.109940281124227,0.297271689089307,0.541141278342211,"CENTFERM-PWY","pyruvate fermentation to butanoate","Not significant",0.526846449213321,0.26668933675215
"PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation","OTM1","OTM2","OTM2 vs OTM1",1.2261639e-05,1.13914053333333e-05,1.32275e-05,1.115325e-05,29,30,-8.70233666666665e-07,-0.106205196334667,0.297271689089307,0.541141278342211,"PWY-6590","superpathway of Clostridium acetobutylicum acidogenic fermentation","Not significant",0.526846449213321,0.26668933675215
"PWY-5022: 4-aminobutanoate degradation V","OTM1","OTM2","OTM2 vs OTM1",9.92840566666667e-06,1.0066587e-05,9.12137e-06,1.021115e-05,30,30,1.38181333333334e-07,0.0199404628245909,0.297271689089307,0.541141278342211,"PWY-5022","4-aminobutanoate degradation V","Not significant",0.526846449213321,0.26668933675215
"ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast","OTM1","OTM2","OTM2 vs OTM1",3.36929356666667e-06,2.40815513333333e-06,2.532725e-06,1.673025e-06,27,27,-9.61138433333333e-07,-0.484500713313078,0.300475905546847,0.543718305275248,"ALLANTOINDEG-PWY","superpathway of allantoin degradation in yeast","Not significant",0.522190347313763,0.264626045430872
"""P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate""","OTM1","OTM2","OTM2 vs OTM1",3.22564466666667e-05,2.41445226666667e-05,2.53042e-05,2.204775e-05,30,30,-8.111924e-06,-0.417890077001348,0.304176818019704,0.543939721635235,"""P461-PWY","hexitol fermentation to lactate, formate, ethanol and acetate""","Not significant",0.516873887553754,0.264449225323275
"PWY-6749: CMP-legionaminate biosynthesis I","OTM1","OTM2","OTM2 vs OTM1",3.80318966666667e-06,4.42230733333333e-06,3.40179e-06,4.29914e-06,24,27,6.19117666666666e-07,0.217584091259894,0.303369321423596,0.543939721635235,"PWY-6749","CMP-legionaminate biosynthesis I","Not significant",0.518028339864718,0.264449225323275
"COLANSYN-PWY: colanic acid building blocks biosynthesis","OTM1","OTM2","OTM2 vs OTM1",3.00729666666667e-05,2.7455887e-05,3.085495e-05,2.73379e-05,30,30,-2.61707966666667e-06,-0.131351217738789,0.311187643410275,0.553222477173822,"COLANSYN-PWY","colanic acid building blocks biosynthesis","Not significant",0.506977656236575,0.257100183019976
"HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)","OTM1","OTM2","OTM2 vs OTM1",1.72000773333333e-06,1.5052978e-06,1.61847e-06,1.355535e-06,28,26,-2.14709933333333e-07,-0.192354158035264,0.318068799071545,0.562168109986917,"HEMESYN2-PWY","heme b biosynthesis II (oxygen-independent)","Not significant",0.497478930878958,0.250133794177753
"PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)","OTM1","OTM2","OTM2 vs OTM1",3.02840333333333e-07,1.31173e-07,0,0,3,1,-1.71667333333333e-07,-1.20646345489864,0.321449156766352,0.564858633855323,"PWY-6471","peptidoglycan biosynthesis IV (Enterococcus faecium)","Not significant",0.492887709153387,0.248060228673429
"PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)","OTM1","OTM2","OTM2 vs OTM1",0.000193562966666667,0.000205982166666667,0.0001934625,0.0002088895,30,30,1.24192e-05,0.0897164374210563,0.325526586779152,0.565486185033498,"PWY-7953","UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)","Not significant",0.487413535452332,0.247578000529873
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)","OTM1","OTM2","OTM2 vs OTM1",0.000204637166666667,0.000216432866666667,0.000206653,0.000218605,30,30,1.17957e-05,0.0808513650958085,0.325526586779152,0.565486185033498,"PWY-6385","peptidoglycan biosynthesis III (mycobacteria)","Not significant",0.487413535452332,0.247578000529873
"""GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol""","OTM1","OTM2","OTM2 vs OTM1",1.5265414e-06,1.72510476666667e-06,8.5948e-07,1.315505e-06,24,27,1.98563366666667e-07,0.176406386809436,0.339482029719678,0.574709407722615,"""GOLPDLCAT-PWY","superpathway of glycerol degradation to 1,3-propanediol""","Not significant",0.469183209896407,0.240551693611773
"GLUDEG-I-PWY: GABA shunt","OTM1","OTM2","OTM2 vs OTM1",6.841725e-06,7.30787933333333e-06,6.22281e-06,6.780905e-06,30,30,4.66154333333333e-07,0.0950913507224801,0.332854691572728,0.574709407722615,"GLUDEG-I-PWY","GABA shunt","Not significant",0.477745317306909,0.240551693611773
"PWY-6630: superpathway of L-tyrosine biosynthesis","OTM1","OTM2","OTM2 vs OTM1",2.69073566666667e-05,2.846208e-05,2.656925e-05,2.873025e-05,30,30,1.55472333333333e-06,0.081040134533066,0.340288465098917,0.574709407722615,"PWY-6630","superpathway of L-tyrosine biosynthesis","Not significant",0.46815277211722,0.240551693611773
"GLUCONEO-PWY: gluconeogenesis I","OTM1","OTM2","OTM2 vs OTM1",0.0001898884,0.000194619133333333,0.0001829145,0.000193976,30,30,4.73073333333331e-06,0.0355017563076411,0.340288465098917,0.574709407722615,"GLUCONEO-PWY","gluconeogenesis I","Not significant",0.46815277211722,0.240551693611773
"PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)","OTM1","OTM2","OTM2 vs OTM1",0.000118773976666667,0.000120926803333333,0.0001161705,0.000123045,30,30,2.15282666666665e-06,0.0259152538332721,0.340288465098917,0.574709407722615,"PYRIDNUCSYN-PWY","NAD de novo biosynthesis I (from aspartate)","Not significant",0.46815277211722,0.240551693611773
"PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II","OTM1","OTM2","OTM2 vs OTM1",3.63415333333333e-06,2.6548509e-06,3.13577e-06,1.99079e-06,18,18,-9.79302433333334e-07,-0.45297380875991,0.347337318373189,0.577812273358725,"PWY-7282","4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II","Not significant",0.459248553018465,0.238213237508509
"PWY-5188: tetrapyrrole biosynthesis I (from glutamate)","OTM1","OTM2","OTM2 vs OTM1",4.66816773333333e-05,5.2149778e-05,4.742545e-05,5.14273e-05,30,30,5.46810066666667e-06,0.159804387316001,0.347827782975812,0.577812273358725,"PWY-5188","tetrapyrrole biosynthesis I (from glutamate)","Not significant",0.458635731386833,0.238213237508509
"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)","OTM1","OTM2","OTM2 vs OTM1",0.000231734966666667,0.000241454533333333,0.000233553,0.000245715,30,30,9.71956666666665e-06,0.0592757754615852,0.347827782975812,0.577812273358725,"PEPTIDOGLYCANSYN-PWY","peptidoglycan biosynthesis I (meso-diaminopimelate containing)","Not significant",0.458635731386833,0.238213237508509
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)","OTM1","OTM2","OTM2 vs OTM1",0.000220409833333333,0.0002298936,0.0002208695,0.000234634,30,30,9.48376666666667e-06,0.0607776869368538,0.355472472594311,0.580987267035863,"PWY-6387","UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)","Not significant",0.449194024929352,0.235833385538515
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate","OTM1","OTM2","OTM2 vs OTM1",0.000154130303333333,0.000160058666666667,0.000153062,0.0001572705,30,30,5.92836333333335e-06,0.054450225767532,0.355472472594311,0.580987267035863,"PWY-6163","chorismate biosynthesis from 3-dehydroquinate","Not significant",0.449194024929352,0.235833385538515
"ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)","OTM1","OTM2","OTM2 vs OTM1",0.000378451,0.000368657466666667,0.000378072,0.000367814,30,30,-9.79353333333335e-06,-0.0378255318837622,0.355472472594311,0.580987267035863,"ILEUSYN-PWY","L-isoleucine biosynthesis I (from threonine)","Not significant",0.449194024929352,0.235833385538515
"ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis","OTM1","OTM2","OTM2 vs OTM1",6.79838366666667e-06,5.97938953333333e-06,6.33339e-06,5.680105e-06,30,30,-8.18994133333333e-07,-0.185190676266108,0.363222312552739,0.590479053561672,"ARG+POLYAMINE-SYN","superpathway of arginine and polyamine biosynthesis","Not significant",0.439827480853339,0.228795503781085
"PWY-8112: factor 420 biosynthesis I (archaea)","OTM1","OTM2","OTM2 vs OTM1",4.00628073333333e-05,4.35977246666667e-05,3.736065e-05,4.52061e-05,30,30,3.53491733333334e-06,0.121989032689604,0.371077032126514,0.596864644266986,"PWY-8112","factor 420 biosynthesis I (archaea)","Not significant",0.430535925547218,0.224124146111709
"PWY-6353: purine nucleotides degradation II (aerobic)","OTM1","OTM2","OTM2 vs OTM1",1.1843414e-05,1.11116363333333e-05,1.119675e-05,1.037795e-05,30,29,-7.31777666666667e-07,-0.0920129240697522,0.371077032126514,0.596864644266986,"PWY-6353","purine nucleotides degradation II (aerobic)","Not significant",0.430535925547218,0.224124146111709
"PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)","OTM1","OTM2","OTM2 vs OTM1",1.21273363333333e-05,1.0807703e-05,1.16041e-05,9.34168e-06,29,30,-1.31963333333333e-06,-0.166201322496926,0.379036310773936,0.606458097238297,"PWY4LZ-257","superpathway of fermentation (Chlamydomonas reinhardtii)","Not significant",0.421319183664154,0.217199201008229
"PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I","OTM1","OTM2","OTM2 vs OTM1",0.000213106033333333,0.000202422833333333,0.000219529,0.00020642,30,30,-1.06832e-05,-0.0741993672269678,0.387099777679124,0.616116923635883,"PWY-7229","superpathway of adenosine nucleotides de novo biosynthesis I","Not significant",0.412177078106923,0.210336861745897
"NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)","OTM1","OTM2","OTM2 vs OTM1",5.10608033333333e-06,6.1793014e-06,4.57539e-06,5.4171e-06,30,30,1.07322106666667e-06,0.275222600863067,0.395267011333117,0.622596743239728,"NAGLIPASYN-PWY","lipid IVA biosynthesis (E. coli)","Not significant",0.403109430012778,0.205793155411798
"PWY-8073: lipid IVA biosynthesis (P. putida)","OTM1","OTM2","OTM2 vs OTM1",5.10608033333333e-06,6.1793014e-06,4.57539e-06,5.4171e-06,30,30,1.07322106666667e-06,0.275222600863067,0.395267011333117,0.622596743239728,"PWY-8073","lipid IVA biosynthesis (P. putida)","Not significant",0.403109430012778,0.205793155411798
"PWY-8113: 3PG-factor 420 biosynthesis","OTM1","OTM2","OTM2 vs OTM1",3.87643206666667e-05,4.20475971e-05,3.624555e-05,4.39758e-05,30,30,3.28327643333333e-06,0.117293683993416,0.403537539154086,0.629104676424831,"PWY-8113","3PG-factor 420 biosynthesis","Not significant",0.394116058738307,0.201277086492071
"GLUTORN-PWY: L-ornithine biosynthesis I","OTM1","OTM2","OTM2 vs OTM1",0.000222900133333333,0.0002328374,0.000231826,0.000235507,30,30,9.93726666666668e-06,0.0629253055972512,0.403537539154086,0.629104676424831,"GLUTORN-PWY","L-ornithine biosynthesis I","Not significant",0.394116058738307,0.201277086492071
"PWY-7238: sucrose biosynthesis II","OTM1","OTM2","OTM2 vs OTM1",0.000472623366666667,0.000499709133333333,0.0004601875,0.000494296,30,30,2.70857666666666e-05,0.0803976119091294,0.4119108371476,0.632428760065001,"PWY-7238","sucrose biosynthesis II","Not significant",0.38519678184429,0.198988388497067
"ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)","OTM1","OTM2","OTM2 vs OTM1",0.000399529466666667,0.000408644133333333,0.0004073235,0.000400824,30,30,9.11466666666665e-06,0.0325431038947029,0.4119108371476,0.632428760065001,"ARGSYN-PWY","L-arginine biosynthesis I (via L-ornithine)","Not significant",0.38519678184429,0.198988388497067
"VALSYN-PWY: L-valine biosynthesis","OTM1","OTM2","OTM2 vs OTM1",0.000487620333333333,0.000494512966666667,0.0004875565,0.000491234,30,30,6.8926333333333e-06,0.0202500600762902,0.4119108371476,0.632428760065001,"VALSYN-PWY","L-valine biosynthesis","Not significant",0.38519678184429,0.198988388497067
"GALACTARDEG-PWY: D-galactarate degradation I","OTM1","OTM2","OTM2 vs OTM1",1.0482198e-06,7.306388e-07,4.304715e-07,0,16,14,-3.17581e-07,-0.520651174771892,0.424803253427352,0.639239559870449,"GALACTARDEG-PWY","D-galactarate degradation I","Not significant",0.371812165796325,0.194336356188103
"GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation","OTM1","OTM2","OTM2 vs OTM1",1.0482198e-06,7.306388e-07,4.304715e-07,0,16,14,-3.17581e-07,-0.520651174771892,0.424803253427352,0.639239559870449,"GLUCARGALACTSUPER-PWY","superpathway of D-glucarate and D-galactarate degradation","Not significant",0.371812165796325,0.194336356188103
"GLUCARDEG-PWY: D-glucarate degradation I","OTM1","OTM2","OTM2 vs OTM1",1.0057418e-06,7.23489166666667e-07,4.298275e-07,0,16,14,-2.82252633333333e-07,-0.475160700497011,0.424803253427352,0.639239559870449,"GLUCARDEG-PWY","D-glucarate degradation I","Not significant",0.371812165796325,0.194336356188103
"PWY-6953: dTDP-3-acetamido-&alpha;-D-fucose biosynthesis","OTM1","OTM2","OTM2 vs OTM1",2.3354491e-06,2.5592542e-06,2.044605e-06,2.85887e-06,23,26,2.238051e-07,0.132018046865185,0.427547481557838,0.639239559870449,"PWY-6953","dTDP-3-acetamido-&alpha;-D-fucose biosynthesis","Not significant",0.369015647407198,0.194336356188103
"PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II","OTM1","OTM2","OTM2 vs OTM1",0.000610854233333333,0.000623786466666667,0.000612122,0.0006185765,30,30,1.29322333333333e-05,0.0302240939362125,0.428963388860433,0.639239559870449,"PWY-6122","5-aminoimidazole ribonucleotide biosynthesis II","Not significant",0.367579772370958,0.194336356188103
"PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis","OTM1","OTM2","OTM2 vs OTM1",0.000610854233333333,0.000623786466666667,0.000612122,0.0006185765,30,30,1.29322333333333e-05,0.0302240939362125,0.428963388860433,0.639239559870449,"PWY-6277","superpathway of 5-aminoimidazole ribonucleotide biosynthesis","Not significant",0.367579772370958,0.194336356188103
"ARO-PWY: chorismate biosynthesis I","OTM1","OTM2","OTM2 vs OTM1",0.000160790183333333,0.0001639368,0.0001525595,0.0001639805,30,30,3.14661666666666e-06,0.027960396211656,0.437641335048246,0.648990077339837,"ARO-PWY","chorismate biosynthesis I","Not significant",0.358881665798082,0.187761943245082
"PWY3O-4107: NAD salvage pathway V (PNC V cycle)","OTM1","OTM2","OTM2 vs OTM1",3.1976096e-06,5.330301e-07,0,0,13,12,-2.6645795e-06,-2.58447938377579,0.452450818890424,0.654983172363383,"PWY3O-4107","NAD salvage pathway V (PNC V cycle)","Not significant",0.344428621420811,0.183769857632041
"PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle)","OTM1","OTM2","OTM2 vs OTM1",3.6624967e-06,7.27374033333333e-07,0,0,13,12,-2.93512266666667e-06,-2.33189919203794,0.452450818890424,0.654983172363383,"PYRIDNUCSAL-PWY","NAD salvage pathway I (PNC VI cycle)","Not significant",0.344428621420811,0.183769857632041
"PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I","OTM1","OTM2","OTM2 vs OTM1",3.48217253333333e-06,1.02783866666667e-06,0,0,13,11,-2.45433386666667e-06,-1.76027493037475,0.452455480908916,0.654983172363383,"PWY-7184","pyrimidine deoxyribonucleotides de novo biosynthesis I","Not significant",0.344424146506876,0.183769857632041
"PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III","OTM1","OTM2","OTM2 vs OTM1",3.3493987e-06,1.02106243333333e-06,0,0,13,11,-2.32833626666667e-06,-1.71373282217945,0.452455480908916,0.654983172363383,"PWY-6545","pyrimidine deoxyribonucleotides de novo biosynthesis III","Not significant",0.344424146506876,0.183769857632041
"PWY-6531: mannitol cycle","OTM1","OTM2","OTM2 vs OTM1",2.0207412e-06,1.88579836666667e-06,1.985845e-06,1.907595e-06,28,25,-1.34942833333333e-07,-0.0997040280191353,0.446065397077855,0.654983172363383,"PWY-6531","mannitol cycle","Not significant",0.350601465260991,0.183769857632041
"PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)","OTM1","OTM2","OTM2 vs OTM1",6.831906e-05,7.560209e-05,6.691755e-05,6.77902e-05,30,30,7.28303000000001e-06,0.146137789401802,0.464272910621615,0.668905046582801,"PWY-5154","L-arginine biosynthesis III (via N-acetyl-L-citrulline)","Not significant",0.33322665579273,0.174635527481669
"PWY-7992: superpathway of menaquinol-8 biosynthesis III","OTM1","OTM2","OTM2 vs OTM1",2.59133866666667e-06,2.91661333333333e-06,1.83231e-06,3.03802e-06,20,21,3.25274666666666e-07,0.170590350273367,0.475441271028704,0.678564067571483,"PWY-7992","superpathway of menaquinol-8 biosynthesis III","Not significant",0.322903121720033,0.168409141550017
"PWY-5695: inosine 5'-phosphate degradation","OTM1","OTM2","OTM2 vs OTM1",0.00017192545,0.00016130465,0.0001803095,0.0001689435,30,30,-1.06208e-05,-0.0919950381792707,0.47334655725845,0.678564067571483,"PWY-5695","inosine 5'-phosphate degradation","Not significant",0.32482077724333,0.168409141550017
"PWY-7851: coenzyme A biosynthesis II (eukaryotic)","OTM1","OTM2","OTM2 vs OTM1",0.000143001786666667,0.000150378753333333,0.00014644,0.0001495335,30,30,7.37696666666665e-06,0.0725675247018289,0.491782956953405,0.698607565017921,"PWY-7851","coenzyme A biosynthesis II (eukaryotic)","Not significant",0.308226526083973,0.15576671582441
