# Pathway	a100	a101	a102	a103	a104	a105	a106	a107	a108	a109	a10	a110	a111	a112	a113	a114	a115	a116	a117	a118	a119	a11	a120	a12	a13	a14	a15	a16	a17	a18	a19	a1	a20	a21	a22	a23	a24	a25	a26	a27	a28	a29	a2	a30	a31	a32	a33	a34	a35	a36	a37	a38	a39	a3	a40	a41	a42	a43	a44	a45	a46	a47	a48	a49	a4	a50	a51	a52	a53	a54	a55	a56	a57	a58	a59	a5	a60	a61	a62	a63	a64	a65	a66	a67	a68	a69	a6	a70	a71	a72	a73	a74	a75	a76	a77	a78	a79	a7	a80	a81	a82	a83	a84	a85	a86	a87	a88	a89	a8	a90	a91	a92	a93	a94	a95	a96	a97	a98	a99	a9
PWY-6467: Kdo transfer to lipid IVA III (Chlamydia)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26005e-06	0	0	9.03731e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)	1.91266e-05	3.63892e-06	1.28271e-05	1.33589e-05	8.03776e-06	2.59534e-05	1.8056e-05	1.30829e-05	1.65319e-05	9.64465e-06	1.31459e-05	1.29071e-05	1.17829e-05	1.30442e-05	1.54851e-05	3.6804e-06	2.50896e-05	1.86745e-05	1.66864e-05	1.40871e-05	9.94812e-06	1.82014e-05	1.29061e-05	8.94545e-06	1.40981e-05	3.75106e-06	1.74886e-06	8.78433e-06	1.11614e-05	4.49087e-06	5.37907e-06	1.27043e-05	1.5059e-05	1.30458e-05	1.1744e-05	9.99283e-06	5.63178e-06	9.50531e-06	1.52958e-05	1.38225e-05	7.68729e-06	5.39532e-06	1.2744e-05	1.84653e-05	1.24992e-05	1.41822e-05	4.06353e-06	1.37815e-05	2.02548e-05	8.03537e-06	1.7745e-05	1.27318e-05	1.3894e-05	7.45799e-06	7.80953e-06	4.70233e-06	1.9547e-05	1.1059e-05	1.05115e-05	3.75996e-06	1.33905e-05	9.77804e-06	1.17124e-05	1.13191e-05	8.54168e-06	1.79429e-05	1.39677e-05	1.1774e-05	2.6355e-05	1.64912e-05	1.98137e-05	5.05254e-06	1.57877e-05	1.34573e-05	1.30887e-05	1.51351e-05	2.10711e-05	1.48691e-05	1.33743e-05	1.5723e-05	1.42499e-05	1.9486e-05	8.6281e-06	1.11422e-05	9.85504e-06	2.21951e-05	0	1.06592e-05	9.7596e-06	1.44176e-05	9.04736e-06	1.06421e-05	1.69192e-05	9.23684e-06	4.34363e-06	7.65423e-06	9.84705e-06	1.19088e-05	1.07093e-05	1.30641e-05	1.29031e-06	1.00486e-05	1.40107e-05	8.40645e-06	1.10524e-05	1.63238e-05	1.44487e-05	1.36081e-05	1.03239e-05	1.62128e-05	7.72796e-06	1.49518e-05	1.21763e-05	1.35809e-05	1.72541e-05	1.04866e-05	1.08429e-05	1.69444e-05	7.741e-05	3.49164e-06
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)	1.98561e-05	0	0	0	2.59749e-06	0	1.95405e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.57856e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.53367e-06	0	0	0	0	0	0	0	0	0	0	0	3.93519e-06	0	0	0	0	0	0	0	0	0	0	7.41442e-05	0
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	3.3985e-05	2.32351e-05	4.09894e-05	3.19193e-05	3.30184e-05	2.62782e-05	3.17937e-05	4.27166e-05	3.72284e-05	3.45737e-05	3.10688e-05	3.37234e-05	4.12719e-05	2.77417e-05	3.95797e-05	3.11858e-05	1.71359e-05	3.15544e-05	2.93268e-05	3.31746e-05	3.33866e-05	2.65506e-05	3.36183e-05	2.42337e-05	3.37875e-05	3.34199e-05	2.72557e-05	2.75249e-05	2.88524e-05	2.45381e-05	2.56344e-05	2.62634e-05	2.3348e-05	2.46038e-05	2.11039e-05	3.76152e-05	3.7896e-05	2.06737e-05	2.08327e-05	3.22606e-05	2.79983e-05	3.76354e-05	2.23595e-05	2.69874e-05	3.30697e-05	2.80981e-05	3.49199e-05	2.57827e-05	2.81416e-05	3.29261e-05	3.5859e-05	2.86555e-05	1.98984e-05	2.14567e-05	3.82711e-05	3.54576e-05	4.42293e-05	2.42558e-05	3.74846e-05	2.80631e-05	2.53684e-05	2.63907e-05	3.83253e-05	3.86409e-05	2.50451e-05	3.24499e-05	3.61032e-05	3.02589e-05	3.47905e-05	4.41869e-05	2.72885e-05	2.30435e-05	2.12691e-05	3.43354e-05	2.24553e-05	3.38359e-05	2.88976e-05	3.48765e-05	3.11709e-05	4.1278e-05	2.96696e-05	1.68547e-05	3.82258e-05	2.87919e-05	2.28083e-05	2.93701e-05	3.09899e-05	2.81752e-05	3.37181e-05	3.77069e-05	4.56964e-05	3.5407e-05	3.43315e-05	3.72109e-05	4.08131e-05	3.49155e-05	3.82568e-05	2.00096e-05	4.95906e-05	2.85992e-05	3.32553e-05	4.06449e-05	2.43098e-05	3.36789e-05	3.46869e-05	2.33696e-05	4.17029e-05	3.21514e-05	2.18484e-05	2.32602e-05	3.60615e-05	3.5519e-05	4.72892e-05	4.2536e-05	2.89506e-05	3.56636e-05	2.66248e-05	2.10215e-05	2.92737e-05	3.7952e-05
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	2.17091e-06	0	0	4.34588e-06	3.41214e-06	0	2.192e-06	2.16676e-06	2.19433e-06	1.95538e-06	0	0	0	0	1.05103e-06	0	2.63747e-06	0	0	0	0	1.95618e-06	0	0	2.44332e-05	0	2.13623e-05	1.9444e-05	1.25344e-06	4.38427e-06	1.4831e-06	0	9.43323e-07	2.01327e-06	1.49108e-06	3.38685e-05	2.90005e-06	0	8.02234e-06	9.10887e-07	5.8233e-06	2.15832e-06	9.92746e-06	0	7.62231e-07	0	0	4.26711e-06	1.30184e-06	1.67474e-06	2.16593e-06	3.32603e-06	0	1.3282e-05	0	0	0	0	9.70585e-07	3.36927e-06	2.494e-06	0	7.83822e-06	0	4.66804e-06	0	0	0	1.22458e-06	0	6.31581e-07	0	6.40348e-06	0	0	6.57686e-06	0	1.4126e-06	0	0	1.65963e-06	0	1.28892e-06	0	0	2.70076e-06	2.65612e-05	0	0	1.31605e-06	0	0	0	0	0	0	1.30078e-06	3.23666e-06	2.19527e-06	0	1.6234e-06	1.91396e-06	2.61008e-06	2.58468e-06	1.08563e-06	1.43535e-06	2.97313e-06	0	0	0	0	1.73803e-06	3.24229e-06	2.57482e-06	4.15139e-06	1.92641e-06	1.40071e-06	3.11749e-06	1.57299e-06	3.24725e-06
PWY-6527: stachyose degradation	0.000106852	0.000112034	0.000102534	9.84186e-05	0.000118281	0.000177689	0.000110756	0.000116768	0.000110163	9.10858e-05	9.58987e-05	0.000112597	0.000116598	0.000107203	0.000120384	7.84872e-05	0.000139593	0.000130115	0.000113844	0.000121171	0.000138218	0.00010984	0.000131249	8.03312e-05	9.51238e-05	8.64456e-05	8.49012e-05	8.7871e-05	8.55763e-05	8.30496e-05	8.07064e-05	9.92847e-05	8.71537e-05	0.000117733	9.23512e-05	0.000116607	9.11258e-05	6.25955e-05	0.000125613	0.000105333	7.31264e-05	0.00012562	8.73568e-05	0.000121561	9.76815e-05	0.000103673	9.33333e-05	9.51749e-05	0.000120549	0.000105136	0.000107375	9.91235e-05	0.000108589	8.76881e-05	0.000100359	0.000102314	0.00011681	9.51277e-05	8.4924e-05	8.18589e-05	8.56112e-05	8.68465e-05	0.000103179	9.5452e-05	8.39175e-05	0.000111856	9.31743e-05	0.000100234	0.000167214	9.25698e-05	0.000109545	7.93214e-05	0.000119545	8.67456e-05	9.74702e-05	8.96729e-05	0.000115325	8.91705e-05	0.000103859	0.000111565	0.000101055	0.000100599	0.000106889	8.40985e-05	0.00010091	0.000122398	7.53836e-05	8.8989e-05	9.59763e-05	0.000109839	0.000101162	0.000110731	0.000112917	0.000110924	0.00010405	8.20987e-05	9.73914e-05	8.90786e-05	0.000100648	9.17917e-05	0.000100922	0.000111694	0.000128993	9.45121e-05	0.00011616	0.000117257	0.000134646	0.00010123	9.24499e-05	0.000109772	0.000119863	0.000103556	0.000111039	9.83536e-05	9.5928e-05	0.000106513	9.80987e-05	0.0001049	0.000127981	8.42532e-05
PWY-6531: mannitol cycle	2.62779e-06	8.00953e-07	3.04623e-06	2.21209e-06	2.77871e-06	2.25156e-06	3.4742e-06	3.47344e-06	1.83491e-06	7.97507e-07	5.88985e-07	2.67671e-06	3.09428e-06	2.40478e-06	5.21488e-06	0	2.15605e-06	5.14613e-06	3.60286e-06	5.17503e-06	2.43155e-06	7.70968e-07	1.54919e-06	0	1.32143e-05	0	1.37713e-05	8.92084e-06	5.16196e-06	5.15815e-06	2.53002e-06	2.08673e-06	3.28142e-06	2.84119e-06	2.48896e-06	2.15086e-05	1.69458e-06	1.43999e-06	4.00451e-06	3.29059e-06	2.26487e-06	4.05397e-06	3.78237e-06	2.04401e-06	6.61065e-07	8.454e-07	1.98636e-06	4.37396e-06	1.77124e-06	2.56825e-06	3.37965e-06	2.27496e-06	3.8424e-06	5.44832e-06	6.5329e-07	1.71456e-06	0	2.01146e-06	0	2.49056e-06	1.54789e-06	2.43591e-06	4.12537e-06	1.96023e-06	3.49416e-06	6.95231e-07	3.34226e-06	1.88013e-06	6.88856e-07	8.03999e-07	7.83508e-07	2.00491e-06	3.13024e-06	0	2.0127e-06	2.89734e-06	7.91602e-07	2.30044e-06	2.67513e-06	8.00988e-07	5.52428e-07	3.19946e-06	2.74616e-06	3.25833e-06	1.68703e-06	4.10597e-06	1.33427e-05	3.17856e-06	1.0764e-06	1.23911e-06	1.49655e-06	3.69571e-06	7.29531e-07	3.16307e-06	1.59598e-06	3.20643e-06	3.26334e-07	2.79984e-06	3.7656e-06	4.44825e-07	1.24916e-06	0	0	3.68091e-07	2.49066e-06	0	1.66975e-06	2.20345e-06	4.97199e-06	1.93506e-06	1.93267e-06	3.92344e-06	2.17055e-06	5.68462e-06	4.22254e-06	3.17418e-06	3.18954e-06	1.00119e-06	3.98677e-06	0
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	3.84918e-06	3.61324e-06	0	1.8939e-06	4.39682e-06	0	1.93314e-06	1.56691e-06	0	2.36537e-06	0	0	0	0	2.00204e-06	0	1.84067e-06	0	0	0	1.61005e-06	0	3.54277e-06	0	4.39149e-05	1.88918e-06	4.10086e-05	1.14652e-05	2.05301e-06	1.24932e-05	1.94975e-06	9.44723e-06	1.36087e-06	3.94377e-06	2.55253e-06	4.23374e-05	1.28843e-06	0	4.76186e-06	0	3.04593e-06	6.5437e-07	1.28594e-05	0	1.15486e-06	5.01814e-06	1.35699e-06	1.99913e-05	0	0	1.99987e-06	3.32054e-06	0	8.20318e-06	0	0	4.47079e-07	0	0	5.16516e-06	1.50277e-06	0	2.99548e-05	0	1.99076e-05	0	0	0	0	6.27573e-07	1.06449e-05	0	2.66283e-06	1.43386e-06	0	2.24885e-06	0	0	4.41959e-07	0	1.32247e-06	2.86773e-06	0	0	1.33686e-06	9.17347e-07	1.5542e-05	0	0	0	2.16328e-05	0	0	0	0	5.33672e-07	0	1.13536e-06	2.54763e-05	0	3.26649e-06	1.92689e-06	0	0	0	1.0738e-06	0	0	1.39481e-06	0	0	3.27388e-07	0	2.24481e-05	3.04471e-06	2.60128e-06	0	2.3016e-06	0	2.34009e-05
PWY-6549: L-glutamine biosynthesis III	7.12913e-05	6.91702e-05	5.13733e-05	4.70998e-05	3.28719e-05	6.11604e-05	3.75475e-05	4.53363e-05	5.50174e-05	6.79349e-05	3.82612e-05	6.49676e-05	5.61739e-05	5.62615e-05	5.46088e-05	2.65999e-05	5.23517e-05	4.21731e-05	3.76926e-05	3.32099e-05	4.20428e-05	5.95549e-05	4.6071e-05	7.30408e-05	5.45053e-05	7.03987e-05	5.37606e-05	6.69094e-05	4.6847e-05	6.02887e-05	7.21541e-05	7.74548e-05	8.40174e-05	7.08317e-05	6.91219e-05	7.69983e-05	6.60992e-05	6.76181e-05	8.48953e-05	6.98346e-05	8.02265e-05	5.34815e-05	9.44091e-05	8.37599e-05	4.4035e-05	7.71392e-05	3.48675e-05	6.06538e-05	5.19828e-05	8.40719e-05	3.42927e-05	5.73504e-05	8.86323e-05	4.28257e-05	3.68166e-05	3.49158e-05	3.96569e-05	6.6846e-05	4.74828e-05	6.75833e-05	8.49641e-05	5.76923e-05	4.7739e-05	4.06474e-05	7.26793e-05	6.40189e-05	5.71335e-05	5.33098e-05	4.96889e-05	3.74891e-05	5.09738e-05	4.36458e-05	5.77104e-05	3.55288e-05	3.8651e-05	8.92116e-05	4.70053e-05	4.92656e-05	7.7348e-05	4.66309e-05	5.87304e-05	5.42821e-05	7.80229e-05	4.86015e-05	6.23996e-05	7.49086e-05	7.69373e-05	4.72642e-05	6.21371e-05	5.40285e-05	3.8673e-05	7.39571e-05	6.92493e-05	5.71497e-05	2.26663e-05	5.65275e-05	7.15701e-05	7.49202e-05	4.2951e-05	3.49807e-05	4.34462e-05	4.47322e-05	4.7892e-05	6.59338e-05	6.3757e-05	5.11728e-05	4.82931e-05	3.61286e-05	9.29274e-05	6.21487e-05	5.32123e-05	6.35317e-05	4.55998e-05	4.74472e-05	6.02083e-05	7.44498e-05	5.55279e-05	7.2818e-05	5.98558e-05	7.46394e-05
PWY-6562: norspermidine biosynthesis	3.26735e-07	6.0418e-07	3.72158e-07	0	0	0	0	0	0	0	4.19315e-07	0	0	0	0	3.66753e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.04395e-07	5.07118e-07	0	0	3.3357e-07	0	9.85874e-07	0	0	0	0	5.32979e-07	0	0	0	3.58117e-07	6.34366e-07	0	0	7.40392e-07	0	0	0	0	0	0	0	4.0268e-07	5.99673e-07	0	0	0	0	0	0	0	0	0	0	1.2935e-06	0	0	0	9.4715e-07	0	0	0	6.81087e-07	0	6.18778e-07	0	0	4.70113e-07	0	0	0	0	4.48969e-07	4.76426e-07	0	0	7.15734e-07	0	0	0	4.40793e-07	5.41034e-07	0	0	0	0	0	3.87412e-07	0	0	0	0	0	0	0	0	0	6.07693e-07	0	0	7.8461e-07	0	0	5.95238e-07	0
PWY-6565: superpathway of polyamine biosynthesis III	4.26194e-07	7.59348e-07	4.6635e-07	0	0	0	0	0	0	0	5.54884e-07	0	0	0	0	5.89314e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49408e-07	5.81703e-07	0	0	0	0	1.27156e-06	0	0	0	0	7.63167e-07	0	0	0	4.14444e-07	9.48396e-07	0	0	9.69164e-07	0	0	0	0	0	0	0	5.8807e-07	9.10356e-07	0	0	0	0	0	0	0	0	0	0	1.94715e-06	0	0	0	1.27435e-06	0	0	0	1.04346e-06	0	9.36653e-07	0	0	7.17113e-07	0	0	0	0	6.77077e-07	7.16803e-07	0	0	9.5062e-07	0	0	0	6.37718e-07	7.41396e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.60018e-07	0	0	1.03158e-06	0	0	8.76494e-07	0
PWY-6588: pyruvate fermentation to acetone	5.11118e-06	2.84494e-06	7.05294e-06	5.89286e-06	9.8785e-06	5.82077e-06	1.13981e-05	5.83096e-06	5.61029e-06	6.64449e-06	6.33506e-06	4.5722e-06	6.60783e-06	8.24223e-06	6.91663e-06	6.86614e-06	7.33272e-06	9.30733e-06	9.06941e-06	7.18358e-06	6.07398e-06	5.2993e-06	3.8709e-06	3.71032e-06	7.38738e-06	4.91309e-06	9.43143e-06	1.15167e-05	9.9979e-06	5.80067e-06	6.70315e-06	4.24474e-06	4.08872e-06	8.12665e-06	7.88409e-06	1.96388e-05	7.37588e-06	9.8135e-06	6.16584e-06	1.92968e-06	6.32945e-06	5.32063e-06	4.94012e-06	4.58958e-06	4.12052e-06	4.06501e-06	8.14382e-06	4.52183e-06	4.09831e-06	4.67707e-06	6.84142e-06	1.21013e-05	3.25892e-06	5.91073e-06	1.04467e-05	4.8182e-06	3.85234e-06	1.94571e-06	6.16534e-06	6.9497e-06	4.51766e-06	7.82058e-06	6.31299e-06	7.4298e-06	2.63709e-06	3.78454e-06	6.27481e-06	5.42231e-06	4.34586e-06	9.76769e-06	7.51821e-06	8.38484e-06	2.81013e-06	7.47451e-06	1.0973e-05	2.3603e-06	6.40151e-06	8.53181e-06	5.57954e-06	7.03848e-06	6.08131e-06	8.15686e-06	4.07339e-06	4.57472e-06	6.86084e-06	1.98815e-06	2.49115e-06	8.07889e-06	7.98269e-06	6.58879e-06	6.78146e-06	5.28291e-06	5.53246e-06	5.33527e-06	8.06062e-06	9.65922e-06	4.16858e-06	3.89307e-06	6.79564e-06	7.10749e-06	1.45758e-05	1.1771e-05	4.60369e-06	9.47947e-06	6.84977e-06	6.2388e-06	6.67734e-06	9.12456e-06	3.62017e-06	9.76133e-06	3.27811e-06	8.4333e-06	8.11564e-06	5.70989e-06	6.92211e-06	7.01398e-06	5.16617e-06	6.86512e-06	4.53099e-06	7.16161e-06
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	1.4304e-05	0	1.33974e-05	1.71691e-05	1.40051e-05	1.33049e-05	7.60844e-06	1.13014e-05	1.31501e-05	2.13542e-05	8.73582e-06	1.40138e-05	1.16271e-05	1.66989e-05	2.36334e-05	1.02964e-05	1.53288e-05	1.34721e-05	4.55137e-06	6.28193e-06	8.97668e-06	1.5856e-05	9.4545e-06	1.46567e-05	2.75445e-05	6.51238e-06	1.5384e-05	1.98711e-05	1.96812e-05	1.87398e-05	1.96808e-05	1.11602e-05	1.25968e-05	1.85247e-05	1.68345e-05	2.09876e-05	1.2838e-05	6.13323e-06	1.86278e-05	1.23449e-05	2.1495e-05	1.11211e-05	1.81839e-05	1.31253e-05	8.8039e-06	1.9037e-05	1.41885e-05	1.80963e-05	2.00241e-05	1.60971e-05	1.35116e-05	1.87923e-05	6.20048e-06	5.77841e-06	6.56837e-06	1.67296e-05	1.07361e-05	1.02869e-05	1.53863e-05	9.14454e-06	1.44214e-05	1.20518e-05	1.77113e-05	7.1816e-06	1.89891e-05	1.0096e-05	1.09131e-05	1.15967e-05	1.36564e-05	1.34213e-05	1.91776e-05	8.04546e-06	1.80019e-05	1.13934e-05	2.95461e-06	1.51098e-05	1.65375e-05	1.70914e-05	1.56056e-05	1.31732e-05	1.76509e-05	1.09506e-05	1.31092e-05	1.21864e-05	1.71666e-05	2.06981e-05	1.36101e-05	1.04879e-05	1.13448e-05	1.71466e-05	1.62384e-05	1.26888e-05	1.3313e-05	1.5547e-05	4.73181e-06	6.58171e-06	5.84107e-06	1.09066e-05	1.5366e-05	7.68735e-06	9.74249e-06	1.24081e-05	8.85844e-06	6.10293e-06	1.42404e-05	8.83736e-06	1.39208e-05	4.94288e-06	1.27472e-05	8.98226e-06	1.49814e-05	2.4561e-05	8.35248e-06	1.61128e-05	2.32034e-05	1.49151e-05	1.68513e-05	2.0163e-05	1.83998e-05	1.97864e-05
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	0	1.49613e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98044e-06	0	0	0	0	0	0	0	0	0	0	2.76015e-06	1.4598e-06	0	8.84054e-07	0	0	0	0	0	1.57903e-06	8.06945e-07	1.3795e-06	0	4.99032e-07	2.31256e-06	1.16923e-06	0	0	0	0	0	0	0	0	3.74331e-07	0	0	1.11224e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43316e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6606: guanosine nucleotides degradation II	6.63448e-06	4.26541e-06	2.99495e-06	3.39926e-06	4.92379e-06	5.21206e-06	7.81064e-06	2.93526e-06	6.74321e-06	5.91421e-06	5.45915e-06	8.30034e-06	4.45346e-06	5.42207e-06	9.30685e-06	3.39251e-06	6.60872e-06	3.36945e-06	3.44947e-06	0	3.07716e-06	6.34438e-06	0	5.54151e-06	2.11151e-05	4.06824e-06	1.08995e-05	7.73931e-06	4.22154e-06	5.95355e-06	4.57118e-06	5.89288e-06	1.29078e-05	6.20138e-06	5.8923e-06	3.30087e-05	8.23052e-06	4.18705e-06	7.58434e-06	1.01579e-05	4.19631e-06	7.97874e-06	1.99376e-05	7.20993e-06	5.8672e-06	8.87665e-06	6.91232e-06	1.2245e-05	1.03619e-05	1.36101e-05	4.78513e-06	4.99524e-06	4.52879e-06	5.09286e-06	2.05505e-06	1.56345e-06	4.14885e-06	3.49453e-06	3.86268e-06	2.68158e-06	5.69575e-06	4.87439e-06	8.35071e-06	5.56752e-06	1.28744e-05	4.87859e-06	6.74217e-06	5.82728e-06	9.36714e-06	2.60322e-06	5.71656e-06	2.83905e-06	1.11893e-05	5.60892e-06	7.44263e-07	1.34589e-05	5.82669e-06	1.02785e-05	5.32655e-06	4.38278e-06	7.24803e-06	3.86112e-06	7.95593e-06	7.24584e-06	5.24017e-06	7.03765e-06	2.05724e-05	5.79539e-06	4.23515e-06	5.6235e-06	5.09378e-06	1.47588e-05	9.36749e-06	5.91798e-06	9.32905e-07	5.12323e-06	6.30905e-06	1.03605e-05	4.3387e-06	2.48793e-06	3.26233e-06	1.30355e-05	4.43738e-06	5.4196e-06	2.86769e-06	3.88387e-06	5.03319e-06	7.12832e-07	4.81307e-06	4.06573e-06	2.66306e-06	5.10636e-06	6.47835e-06	1.69163e-05	6.26119e-06	7.80682e-06	1.21318e-05	1.63953e-05	6.60239e-06	5.33267e-06
PWY-6607: guanosine nucleotides degradation I	0	1.65254e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07885e-06	0	0	0	0	0	0	0	0	0	0	4.18705e-06	1.53382e-06	0	9.4267e-07	0	0	0	0	0	1.63146e-06	8.14135e-07	1.4157e-06	0	5.1206e-07	2.60692e-06	1.24853e-06	0	0	0	0	0	0	0	0	3.80756e-07	0	0	1.11737e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.62592e-07	0	0	0	0	0	0	7.12832e-07	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6608: guanosine nucleotides degradation III	1.61338e-05	2.6637e-05	1.60504e-05	1.35263e-05	1.01473e-05	1.978e-05	1.39028e-05	1.31445e-05	1.92743e-05	2.0831e-05	1.77783e-05	1.33339e-05	1.42598e-05	3.14429e-05	2.49388e-05	1.63427e-05	2.77725e-05	1.63758e-05	1.49827e-05	1.65354e-05	9.55162e-06	1.61118e-05	2.71027e-05	2.17742e-05	5.17391e-05	1.80385e-05	5.7916e-05	4.99132e-05	2.10606e-05	2.50902e-05	1.36733e-05	1.76819e-05	2.09773e-05	2.21184e-05	3.20275e-05	8.56946e-05	3.22988e-05	1.79912e-05	3.42989e-05	1.93861e-05	4.49026e-05	2.04571e-05	3.11299e-05	1.63531e-05	9.31375e-06	1.35908e-05	1.24255e-05	2.09914e-05	2.53965e-05	2.06834e-05	1.88055e-05	1.92977e-05	1.84706e-05	3.01042e-05	1.00033e-05	2.57246e-05	1.56771e-05	1.42895e-05	1.15808e-05	2.92428e-05	2.29199e-05	1.44572e-05	3.53866e-05	8.94096e-06	2.2419e-05	1.16474e-05	1.42871e-05	1.95561e-05	3.09445e-05	1.38681e-05	1.38964e-05	3.5072e-05	3.67023e-05	1.99274e-05	1.81168e-05	3.85478e-05	1.88809e-05	1.8292e-05	1.36163e-05	7.70149e-06	1.37672e-05	3.2572e-05	1.35695e-05	1.50389e-05	1.35266e-05	3.72977e-05	5.54666e-05	1.51315e-05	1.24043e-05	1.5654e-05	1.22755e-05	2.34234e-05	1.49907e-05	2.28466e-05	8.04307e-06	1.99702e-05	2.61196e-05	1.84935e-05	1.86391e-05	1.62539e-05	4.93473e-05	2.06825e-05	2.3605e-05	2.05725e-05	1.87372e-05	2.33014e-05	1.65267e-05	1.72288e-05	1.45433e-05	3.26764e-05	9.14589e-06	1.82914e-05	1.04562e-05	2.93433e-05	1.59273e-05	1.3543e-05	1.96116e-05	2.44446e-05	1.26619e-05	3.15185e-05
PWY-6609: adenine and adenosine salvage III	0.000388495	0.00037367	0.000372439	0.000368274	0.00034661	0.000443476	0.000318659	0.000415789	0.000408361	0.000386586	0.000314471	0.000369379	0.000380888	0.000379247	0.000405963	0.000301927	0.000418434	0.000416733	0.000373809	0.000378342	0.000429631	0.00033923	0.000410815	0.000360496	0.0003198	0.000373648	0.000315445	0.000334887	0.000303117	0.000309113	0.000323225	0.000392449	0.000339444	0.000429927	0.000369726	0.000369897	0.000402964	0.000304913	0.000446512	0.000390997	0.000466792	0.00038426	0.000432194	0.000430898	0.00036178	0.000365505	0.000337482	0.000385697	0.000433076	0.000400577	0.00037935	0.000389557	0.000432368	0.000342053	0.000340353	0.000389934	0.000371663	0.000367918	0.00035608	0.000355158	0.000401343	0.000357572	0.000393613	0.000306731	0.000336123	0.000397829	0.000368604	0.000399133	0.000417718	0.000368121	0.000391648	0.000412858	0.000444142	0.000365911	0.000375281	0.000446051	0.000424211	0.000360853	0.000430079	0.000364251	0.000360814	0.000384804	0.000395048	0.000386308	0.000391807	0.000439326	0.000423127	0.000364099	0.000407016	0.000422227	0.000372939	0.000399064	0.000388493	0.000424676	0.000296079	0.000319464	0.000353625	0.000369847	0.000369019	0.000336207	0.000434204	0.000381557	0.000430861	0.000400901	0.000410103	0.000419857	0.000409317	0.000335397	0.000363847	0.000408196	0.000388344	0.000365189	0.000357636	0.000395906	0.000380585	0.000376803	0.000361088	0.000368726	0.000383282	0.000438897
PWY-6612: superpathway of tetrahydrofolate biosynthesis	0	0	0	1.10801e-06	0	0	4.48702e-07	0	0	0	0	0	0	0	2.19548e-07	0	1.08687e-06	0	0	0	0	0	0	0	3.00543e-06	0	4.19735e-06	2.80881e-06	0	1.42821e-06	0	0	0	0	0	7.61899e-06	0	0	1.82762e-06	0	1.1012e-06	0	2.0643e-06	0	0	3.71854e-07	0	2.49964e-06	7.20417e-07	0	0	1.96177e-06	1.20661e-06	2.61362e-06	0	0	0	0	0	1.35407e-06	1.50814e-06	0	0	0	1.35633e-06	0	0	0	0	0	8.40987e-07	0	0	0	0	0	0	0	0	0	8.18897e-07	0	0	0	0	1.93781e-06	5.15267e-06	0	0	0	0	0	0	0	0	0	0	9.70918e-07	0	0	8.54199e-07	0	0	0	0	0	0	0	0	0	0	0	0	9.3211e-07	0	0	0	0	0	0
